Chr	Start	End	Strand	TranscriptId	GeneId	GeneName	RFP.ZT0.R1	RFP.ZT0.R2	RFP.ZT2.R1	RFP.ZT2.R2	RFP.ZT4.R1	RFP.ZT4.R2	RFP.ZT6.R1	RFP.ZT6.R2	RFP.ZT8.R1	RFP.ZT8.R2	RFP.ZT10.R1	RFP.ZT10.R2	RFP.ZT12.R1	RFP.ZT12.R2	RFP.ZT14.R1	RFP.ZT14.R2	RFP.ZT16.R1	RFP.ZT16.R2	RFP.ZT18.R1	RFP.ZT18.R2	RFP.ZT20.R1	RFP.ZT20.R2	RFP.ZT22.R1	RFP.ZT22.R2	RNA.ZT0.R1	RNA.ZT0.R2	RNA.ZT2.R1	RNA.ZT2.R2	RNA.ZT4.R1	RNA.ZT4.R2	RNA.ZT6.R1	RNA.ZT6.R2	RNA.ZT8.R1	RNA.ZT8.R2	RNA.ZT10.R1	RNA.ZT10.R2	RNA.ZT12.R1	RNA.ZT12.R2	RNA.ZT14.R1	RNA.ZT14.R2	RNA.ZT16.R1	RNA.ZT16.R2	RNA.ZT18.R1	RNA.ZT18.R2	RNA.ZT20.R1	RNA.ZT20.R2	RNA.ZT22.R1	RNA.ZT22.R2
chr5	145373119	145406533	-	ENSMUST00000031633	ENSMUSG00000038656	Cyp3a16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.637858	0.000000	0.000000	0.000000	0.000000	0.000000	0.221513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr5	147591079	147662798	-	ENSMUST00000031652	ENSMUSG00000029648	Flt1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026009	0.000000	0.021107	0.000000	0.000000	0.000000	0.000000	0.000000	0.018704	0.001600	0.000000	0.000000	0.000000	0.014515	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017741	0.000000
chr6	24875908	24891804	+	ENSMUST00000031689	ENSMUSG00000029678	Hyal5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.018370	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000
chr6	24733244	24745451	+	ENSMUST00000031690	ENSMUSG00000029679	Hyal6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.012536	0.0	0.043485	0.0	0.000000	0.0	0.000000	0.015780	0.0	0.0	0.000000	0.006980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	24748328	24767661	+	ENSMUST00000031691	ENSMUSG00000029680	Hyal4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.029009	0.054251	0.0	0.034037	0.000000	0.0	0.0	0.0	0.008175	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.037565
chr6	28427788	28438621	+	ENSMUST00000031719	ENSMUSG00000029707	Fscn3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025434
chr5	137551819	137567819	+	ENSMUST00000031725	ENSMUSG00000029712	Actl6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.002823	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0
chr5	137568113	137585743	+	ENSMUST00000031729	ENSMUSG00000029716	Tfr2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152744	3.756428	0.000000	5.086689	3.130627	3.770814	0.000000	2.523694	5.077062	2.358025	2.790941	0.000000	2.952132	1.276216	0.000000	0.008144	0.020332	0.017391	0.000000	0.000000	0.000000	0.000000	3.679739	3.551136
chr6	7675169	7693254	-	ENSMUST00000031766	ENSMUSG00000029752	Asns	0.000000	0.000000	0.000000	0.000000	0.166976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054823	0.249141	0.050515	0.000000	0.000000	0.000000	2.505312	0.037684	0.027853	0.048346	0.000000	0.017933	0.211122	0.904190	0.012397	0.000000	0.000000	0.017735	0.005139	0.000000	0.000000	0.000000	0.000000	0.160457	0.092248	0.684018
chr6	30509848	30520252	+	ENSMUST00000031797	ENSMUSG00000029784	Ssmem1	0.0	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.045978	0.0	0.139750	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.030547	0.0	0.0
chr6	30653456	30693748	-	ENSMUST00000031810	ENSMUSG00000029790	Cep41	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	58808846	58881066	+	ENSMUST00000031823	ENSMUSG00000029804	Herc3	0.000000	0.000000	0.000000	0.000000	0.000000	0.021362	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025846	0.000000	0.034836	0.000000	0.000000	0.048552	0.151681	0.000000	0.000000	0.679246	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003638	0.000000	0.000000	0.000000	0.000000	0.545670
chr6	49050826	49057063	+	ENSMUST00000031839	ENSMUSG00000029815	Malsu1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.146348	0.000000	0.000000	0.000000	0.087526	0.006512	0.052528	0.000000	0.009644	0.053288	0.000000	0.053404	0.000000	0.041559	0.000000	0.012296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059312
chr6	49220862	49240964	-	ENSMUST00000031841	ENSMUSG00000029817	Tra2a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.362995	0.000000	0.000000	0.000000	0.308474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.481835	5.623636
chr6	38292603	38331538	-	ENSMUST00000031850	ENSMUSG00000029826	Zc3hav1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.715331	1.631723	1.134999	1.770278	0.000000	1.170179	1.090440	0.000000	1.301557	0.484418	0.403118	0.258050	2.151493	0.000000	0.151656	0.129693	0.153159	0.000000	0.000000	0.110920	0.000000	2.021222	0.895383
chr6	41663264	41681273	-	ENSMUST00000031899	ENSMUSG00000029866	Kel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.012822	0.0	0.0	0.009178	0.036852	0.0	0.0	0.0	0.0	0.0	0.000000	0.014954
chr6	87019873	87065224	+	ENSMUST00000032057	ENSMUSG00000029992	Gfpt1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	86986818	87005436	+	ENSMUST00000032060	ENSMUSG00000029993	Nfu1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.419285	0.000000
chr6	83133386	83139927	+	ENSMUST00000032106	ENSMUSG00000030030	1700003E16Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	87765835	87786736	-	ENSMUST00000032134	ENSMUSG00000030055	Rab43	0.000000	0.000000	0.000000	0.000000	0.149622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.498603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.303420	2.236425	0.000000	4.513163	3.000186	1.893212	2.361995	2.460611	1.165636	4.812438	3.885586	3.396865	3.014450	2.299493	3.769367	4.510778	1.681144	0.000000	0.000000	0.000000	0.847468	0.000000	13.362066	6.453232
chr11	109349324	109357185	-	ENSMUST00000032206	ENSMUSG00000041920	Slc16a6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.492282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	122247555	122259841	-	ENSMUST00000032207	ENSMUSG00000030114	Klrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.056539	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000
chr6	124908439	124913107	+	ENSMUST00000032214	ENSMUSG00000030120	Mlf2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.503398	4.542232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.400190	0.000000
chr6	115998305	116111281	-	ENSMUST00000032222	ENSMUSG00000030126	Tmcc1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020476	0.000000	0.006551	0.000000	0.007035	0.000000	0.051651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	129022864	129034427	+	ENSMUST00000032257	ENSMUSG00000030154	Klrb1f	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.061362	0.025568	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.027840	0.0	0.0	0.0	0.000000	0.000000	0.000000
chr6	129068961	129077876	-	ENSMUST00000032258	ENSMUSG00000030155	Clec2e	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032043	0.000000	0.000000	0.000000	0.000000	0.000000	0.026683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	129244288	129252399	-	ENSMUST00000032259	ENSMUSG00000030156	Cd69	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.058713	0.074884	0.000000	0.0	0.049759	0.045942	0.071479	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.026349	0.046322
chr6	129352478	129362466	-	ENSMUST00000032261	ENSMUSG00000030158	Clec12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.041999
chr6	129489518	129496190	+	ENSMUST00000032263	ENSMUSG00000030160	Tmem52b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012299	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	129462207	129484128	-	ENSMUST00000032265	ENSMUSG00000030162	Olr1	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.023092	0.000000	0.010877	0.0	0.0	0.011340	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000
chr6	119879737	119899784	+	ENSMUST00000032269	ENSMUSG00000030166	Rad52	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010174	0.000000	0.000000	0.035572	0.000000	0.024493	0.080653	0.030943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	134373281	134415699	+	ENSMUST00000032321	ENSMUSG00000030200	Bcl2l14	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.046694	0.000000	0.048434	0.060167	0.088959	0.000000	0.062708	0.082364	0.050852	0.033869	0.180263	0.056147	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070786
chr6	135339929	135360171	+	ENSMUST00000032330	ENSMUSG00000030208	Emp1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.502034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	136884309	136899178	-	ENSMUST00000032343	ENSMUSG00000030219	Erp27	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.069057	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000
chr6	140568389	140601207	+	ENSMUST00000032359	ENSMUSG00000030232	Aebp2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.117076	0.000000	0.000000	0.000000	0.000000	0.890304	1.299224	1.222229	1.160342	0.969557	0.777032	0.000000	0.000000	0.000000	0.386325	0.000000	0.605662	0.207857	0.387160	0.000000	0.000000	0.000000	1.671372
chr6	141752448	141791194	-	ENSMUST00000032364	ENSMUSG00000030237	Slco1a4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.814452	0.000000	0.000000	0.000000	1.310442	1.012338	1.227902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	142510565	142517097	-	ENSMUST00000032374	ENSMUSG00000030247	Kcnj8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.507655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	144939561	144994538	-	ENSMUST00000032402	ENSMUSG00000030268	Bcat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.014420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0
chr6	113369419	113391548	+	ENSMUST00000032414	ENSMUSG00000030276	Ttll3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057302	0.048265	0.064356	0.045841	0.024169	0.048321	0.000000	0.066444	0.048342	0.000000	0.040856	0.000000	0.000000	0.000000	0.000000	0.000000	0.017402	0.000000	0.000000	0.000000	0.000000	0.089183	0.092317
chr6	147948757	148078347	+	ENSMUST00000032443	ENSMUSG00000030303	Far2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009183	0.000000	0.000000	0.000000	0.000000	0.018723	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113260	0.015456	0.080396	0.084305	0.022335	0.017493	0.045722	0.038159	0.007550	0.100114	0.031039	0.005757	0.022788	0.006379	0.024297	0.028959	0.037777	0.004560	0.004123	0.003701	0.005436	0.090281	0.043797
chr6	114620058	114837575	+	ENSMUST00000032457	ENSMUSG00000030314	Atg7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.890911	5.766337	0.000000	0.000000	4.361487	2.408308	0.154898	4.340025	0.000000	6.126643	0.709270	2.987733	0.192619	0.000000	0.000000	0.898953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.973054	4.229948
chr6	115908709	115916997	+	ENSMUST00000032471	ENSMUSG00000030324	Rho	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.008571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.0	0.004387	0.0	0.0	0.0
chr6	128790669	128803294	-	ENSMUST00000032472	ENSMUSG00000079298	Klrb1b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032025	0.000000	0.000000	0.0	0.000000	0.000000	0.034688	0.013807	0.028109	0.000000	0.000000	0.000000	0.032544	0.000000	0.000000	0.000000	0.022462	0.000000	0.000000	0.000000	0.007493	0.000000	0.038719	0.038183
chr6	122704768	122719704	-	ENSMUST00000032476	ENSMUSG00000003153	Slc2a3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045888	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	125016799	125026227	+	ENSMUST00000032480	ENSMUSG00000030330	Ing4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.148233	0.897508	2.327552	1.893140	0.000000	2.973114	0.180062	3.629273	0.494379	2.222528	0.000000	0.000000	0.083444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.294889	1.784359
chr6	125192514	125199269	+	ENSMUST00000032487	ENSMUSG00000030337	Vamp1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.202414	0.000000	0.193196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr6	127940870	128120523	-	ENSMUST00000032503	ENSMUSG00000030352	Tspan9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.374639	0.000000	0.000000	0.000000	0.000000	0.492850	2.326187	0.387323	2.432309	1.686233	2.400538	0.319388	0.000000	0.152281	0.519484	0.000000	0.000000	0.000000	0.000000	0.000000	0.080130	0.258240	4.711404	5.300525
chr6	128586190	128599897	-	ENSMUST00000032512	ENSMUSG00000030361	Klrb1a	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.030507
chr6	128864551	128873826	+	ENSMUST00000032519	ENSMUSG00000030365	Clec2i	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.114587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
